!03511426-n	heelless	0.0	[0]
02749904-v	be	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02749904-v	cause	-34.0	[-34.0]
02756346-a	local	0.0	[0, 0]
02759614-v	light	15.692307692307692	[34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 0, 0, 0, 0, 0, 0, 0]
02760116-a	medical	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
02761897-v	extinguish	-34.0	[-34.0]
02763472-n	avenue	0.0	[0, 0, 0, 0, 0]
02763740-v	shine	4.857142857142857	[34.0, 0, 0, 0, 0, 0, 0]
02769241-v	blow	0.0	[0]
02784218-n	band	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02788689-n	bar	0.0	[0, 0, 0, 0]
02818832-n	bed	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02821627-n	bedroom	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02821627-n	chamber	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0]
02822220-n	counterpane	0.0	[0]
02824448-n	bell	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02824448-n	bell-	0.0	[0]
02826459-n	bell-pull	0.0	[0, 0, 0, 0, 0]
02826459-n	bell-rope	0.0	[0, 0]
02839505-a	professional	0.0	[0, 0.0]
02851099-n	blind	0.0	[0, 0, 0, 0, 0]
02853016-n	block	0.0	[0, 0, 0, 0]
02856463-n	board	0.0	[0, 0, 0]
02913152-n	building	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02928347-a	indian	0.0	[0, 0]
02930766-n	cab	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02931826-a	nocturnal	0.0	[0, 0, 0]
02948072-n	candle	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02949202-n	cane	0.0	[0, 0, 0, 0, 0, 0]
02949202-n	home	0.0	[0]
02990373-n	ceiling	0.0	[0, 0, 0, 0, 0]
03001627-n	chair	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03003730-n	chamber	0.0	[0, 0, 0, 0, 0, 0]
03015254-n	chest	0.0	[0]
03015254-n	chest of drawers	0.0	[0]
03017428-n	chimney	0.0	[0, 0, 0, 0, 0]
03023852-a	turkish	0.0	[0]
03030035-n	cigar	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03046257-n	clock	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
03106110-n	cord	0.0	[0]
03109881-n	corner	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
03110669-n	trumpet	0.0	[0]
03112099-n	corridor	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03113835-n	costume	0.0	[0]
03114504-n	camp-bed	0.0	[0]
03114508-a	saxon	0.0	[0]
03118969-n	country-house	34.0	[34.0]
03135917-n	cross bar	0.0	[0]
03136057-a	shaped	0.0	[0, 0]
03147509-n	cup	0.0	[0]
03151500-n	cushion	0.0	[0, 0]
03162297-n	dark-lantern	0.0	[0.0, 0.0]
03179701-n	desk	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
03221720-n	door	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03224032-n	door	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03224032-n	doorway	0.0	[0]
03233905-n	drawer	0.0	[0, 0, 0, 0]
03237416-n	top-hat	0.0	[0, 0]
03237992-n	dressing-gown	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03238586-n	dressing-table	0.0	[0]
03255648-n	dummy	-34.0	[-34.0]
03259505-n	home	0.0	[0, 0, 0, 0, 0]
03343560-n	fire	-3.7777777777777777	[-34.0, 0, 0, 0, 0, 0, 0, 0, 0]
03346455-n	fireplace	0.0	[0, 0, 0, 0.0, 0]
03365592-n	floor	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03365991-n	floor	0.0	[0, 0, 0, 0, 0, 0.0, 0, 0]
03397532-n	frill	0.0	[0]
03398228-n	frock-coat	0.0	[0, 0, 0, 0, 0]
03398467-n	front	0.0	[0, 0]
03405725-n	furniture	0.0	[0, 0]
03409393-n	gable	0.0	[0, 0]
03411079-n	gaiter	0.0	[0]
03427296-n	gate	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03441112-n	glove	0.0	[0, 0]
03463381-n	ground floor	0.0	[0, 0]
03485794-n	handkerchief	0.0	[0]
03485997-n	handle	0.0	[0]
03497352-n	hasp	0.0	[0]
03497657-n	hat	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03502331-n	veil	0.0	[0, 0, 0, 0]
03502509-n	headgear	0.0	[0]
03511175-n	hedge	0.0	[0, 0, 0, 0, 0]
03521076-n	hinge	0.0	[0, 0]
03532672-n	hook	0.0	[0]
03541696-n	inn	0.0	[0, 0, 0, 0, 0, 0]
03544360-n	house	0.5728155339805825	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03545150-n	house	0.0	[0, 0, 0]
03570526-n	metal bar	0.0	[0]
03589791-n	jacket	0.0	[0]
03612814-n	kettle	0.0	[0, 0, 0]
03613294-n	key	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03623556-n	knife	-7.75	[0.0, -31.0, 0, 0]
03627232-n	knot	0.0	[0]
03631177-n	lace	0.0	[0, 0, 0]
03636248-n	lamp	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03640589-n	lane	0.0	[0, 0, 0, 0, 0]
03643907-n	lash	-8.5	[0, 0, 0, -34.0]
03656484-n	lens	0.0	[0, 0, 0, 0, 0, 0]
03665366-n	light	0.0	[0.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03666591-n	light	34.0	[34.0, 34.0, 34.0]
03679712-n	sitting-room	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03682487-n	lock	-4.25	[0, -34.0, 0, 0, 0, 0, 0, 0]
03718458-n	manor-house	0.0	[0]
03719053-n	mansion	0.0	[0]
03719343-n	mantelpiece	0.0	[0, 0, 0]
03725717-n	masonry	0.0	[0]
03728437-n	match	5.666666666666667	[0, 0, 0, 34.0, 0, 0]
03729402-n	match-box	0.0	[0]
03824381-n	night-dress	0.0	[0]
03829563-n	noose	-34.0	[-34.0]
03889626-n	parapet	0.0	[0]
03892557-n	parsonage	0.0	[0]
03892891-n	portion	0.0	[0, 0]
03895293-n	passage	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03899533-n	foot-path	0.0	[0]
03938244-n	pillow	0.0	[0]
03945167-n	pipe	0.0	[0, 0, 0, 0]
03948459-n	pistol	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0]
03949663-n	pit	-64.0	[-64.0]
03972524-n	pocket	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03975926-n	poker	0.0	[0, 0, 0, 0]
04024396-n	puncture	-64.0	[-64.0]
04048568-n	railway	0.0	[0]
04086273-n	revolver	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0]
04089152-n	roof-tree	0.0	[0]
04089836-n	hunting-crop	0.0	[0, 0, 0, 0, 0]
04096066-n	road	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04105068-n	roof	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04105893-n	room	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04108268-n	rope	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0]
04118021-n	carpet	0.0	[0, 0, 0, 0, 0]
04125021-n	safe	5.666666666666667	[0, 0, 34.0, 0, 0, 0]
04139291-n	saucer	0.0	[0, 0, 0]
04141712-n	scaffolding	0.0	[0]
04161358-n	seat	0.0	[0, 0, 0, 0, 0]
04161981-n	seat	0.0	[0, 0]
04186455-n	shawl	0.0	[0, 0, 0]
04190052-n	shelf	0.0	[0, 0, 0, 0, 0]
04199027-n	shoe	0.0	[0, 0]
04211356-n	shutter	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04213626-n	side	0.0	[0, 0]
04214535-n	side door	0.0	[0, 0]
04236377-n	arm	0.0	[0]
04236377-n	sleeve	0.0	[0, 0, 0, 0, 0, 0, 0]
04241394-n	slipper	0.0	[0, 0]
04241940-n	slit	0.0	[0, 0]
04303258-n	staple	0.0	[0]
04306080-n	station	0.0	[0, 0, 0, 0, 0, 0, 0]
04321804-n	stock	0.0	[0]
04326084-n	stone	0.0	[0, 0, 0, 0, 0, 0, 0]
04326799-n	stone-work	0.0	[0]
04379243-n	table	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04395201-n	tassel	0.0	[0]
04411264-n	tent	0.0	[0]
04424218-n	thing	0.0	[0, 0, 0, 0, 0, 0]
04432203-n	tiara	0.0	[0]
04453156-n	tooth-brush	0.0	[0]
04468005-n	train	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04474843-n	trap	0.0	[0, 0, 0, 0, 0, 0, 0]
04524313-n	vehicle	0.0	[0, 0]
04526964-n	ventilator	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04538552-n	vice	0.0	[0.0]
04546855-n	wall	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04564698-n	way	0.0	[0, 0, 0, 0, 0]
04565233-n	wayside	0.0	[0, 0]
04577769-n	whip	-11.333333333333334	[-34.0, 0, 0]
04578220-n	whipcord	0.0	[0, 0]
04582205-n	wicker-work	0.0	[0]
04585128-n	Wilton carpet	0.0	[0]
04585128-n	wilton	0.0	[0]
04587648-n	window	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04588986-n	window	0.0	[0]
04589745-n	window	0.0	[0]
04594218-n	wire	0.0	[0, 0]
04598792-n	wood-work	0.0	[0]
04641153-n	compliance	34.0	[34.0, 34.0]
04645943-n	hesitation	-34.0	[-34.0]
04679738-n	face	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04679738-n	expression	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04682462-n	spot	0.0	[0, 0]
04682462-n	speckle	0.0	[0]
04683814-n	beauty	59.0	[64.0, 34.0, 64.0, 64.0, 64.0, 64.0]
04693096-n	crack	-10.0	[0, -20.0]
04693900-n	mark	-5.666666666666667	[-34.0, 0, 0, 0, 0, 0]
04732067-n	point	0.0	[0, 0]
04747445-n	resemblance	0.0	[0]
04753455-n	certainty	34.0	[34.0]
04757522-n	doubt	-15.0	[0, -34.0, -34.0, -34.0, 0, -20.0, 0, 0.0, 0, -20.0, 0, 0, -34.0, -34.0]
04807050-n	merit	34.0	[34.0]
04848492-n	conscience	0.0	[0, 0]
04849241-n	goodness	47.5	[0, 64.0, 64.0, 64.0, 59.0, 34.0]
04852750-n	wickedness	-95.0	[-95.0]
04857490-n	nerve	22.5625	[34.0, 0, 34.0, 0, 0.0, 34.0, 34.0, 34.0, 34.0, 20.0, 34.0, 34.0, 34.0, 34.0, 1.0, 0.0]
04894037-n	imprudence	-34.0	[-34.0]
04897762-n	conduct	0.0	[0, 0, 0, 0, 0]
04928903-n	way	-0.08108108108108109	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.0, 0, 0, 0, 0, 0]
04928903-n	fashion	2.0	[34.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04942869-n	disposition	0.0	[0, 0, 0]
04952570-n	glare	-34.0	[-34.0]
04980008-n	smell	0.0	[0, 0, 0, 0, 0, 0]
04981941-n	voice	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04982207-n	silence	-11.333333333333334	[-34.0, -34.0, -34.0, 0, 0, 0, 0, 0, 0]
04987620-n	tone	0.0	[0]
05010801-n	echo	0.0	[0, 0]
05015117-n	cold	-34.0	[-34.0]
05015463-n	chill	-17.0	[-34.0, 0.0]
05035353-n	strength	0.0	[0.0, 0.0, 0.0, 0.0]
05037813-n	violence	-64.0	[-64.0, -64.0]
05051249-n	length	0.0	[0]
05058580-n	rate	0.0	[0]
05059132-n	rapidity	34.0	[34.0]
05072663-n	curve	0.0	[0, 0, 0, 0]
05111835-n	fall	-34.0	[-34.0]
05129565-n	distance	0.0	[0, 0, 0]
05129928-n	arm's length	0.0	[0]
05136150-n	breadth	0.0	[0, 0, 0]
05142863-n	advantage	32.666666666666664	[64.0, 34.0, 0]
05143077-n	sake	0.0	[0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0]
05145118-n	price	0.0	[0, 0]
05149325-n	purpose	0.0	[0.0, 0, 0.0, 0.0, 0.0]
05154908-n	aid	0.0	[0]
05170574-n	consequence	-17.0	[-34.0, 0]
05174653-n	right	0.0	[0, 0.0, 0.0, 0, 0, 0]
05194578-n	force	8.5	[34.0, 0, 0, 0.0]
05194874-n	grip	0.0	[0]
05217168-n	figure	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05217168-n	form	0.0	[0]
05254795-n	hair	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05305806-n	lip	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05311054-n	eye	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05313535-n	brow	0.0	[0, 0, 0, 0, 0, 0]
05313822-n	lid	0.0	[0, 0, 0]
05320899-n	ear	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05406570-n	bile	0.0	[0]
05538625-n	head	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05546540-n	neck	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05547508-n	throat	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05548840-n	shoulder	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05553288-n	breast	0.0	[0, 0, 0, 0]
05560244-n	limb	0.0	[0, 0, 0, 0, 0, 0]
05562595-n	lap	0.0	[0, 0]
05563266-n	foot	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0]
05563770-n	arm	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05564323-n	forearm	0.0	[0, 0]
05564590-n	hand	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05565064-n	fist	-17.0	[-34.0, 0]
05565337-n	right hand	0.0	[0, 0, 0]
05565548-n	left	0.0	[0, 0]
05565696-n	palm	0.0	[0, 0, 0, 0]
05566504-n	finger	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05567217-n	thumb	0.0	[0, 0, 0]
05573602-n	knee	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05578442-n	ankle	0.0	[0]
05584928-n	wrist	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
05598147-n	nose	0.0	[0, 0, 0, 0, 0]
05599617-n	chin	0.0	[0, 0, 0, 0, 0, 0, 0]
05600637-n	face	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05601758-n	feature	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05602548-n	brow	0.0	[0, 0, 0]
05611302-n	mind	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]
05614657-n	good sense	49.0	[64.0, 34.0]
05616246-n	power	10.4	[34.0, 0, 0, 0, 0, 34.0, 34.0, 0, 0, 0, 20.0, 34.0, 0, 0, 0]
05618056-n	brain	0.0	[0, 0, 0]
05623818-n	sight	0.0	[0, 0]
05637558-n	skill	34.0	[34.0, 34.0, 34.0]
05638987-n	art	17.0	[34.0, 0]
05650579-n	attention	3.2222222222222223	[0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 29.0]
05660268-n	method	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05671325-n	matter	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0]
05671325-n	thing	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
05671325-n	business	0.0	[0]
05671325-n	affair	-2.566666666666667	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, -45.5, -31.5]
05671526-n	less	0.0	[0]
05675130-n	consciousness	11.333333333333334	[34.0, 0, 0]
05682950-n	interest	14.13425925925926	[34.0, 34.0, 34.0, 64.0, 0, 0, 34.0, 34.0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32.375, 40.75, 35.25, 39.25]
05685030-n	bewilderment	-27.0	[-34.0, -20.0]
05685363-n	perplexity	-34.0	[-34.0, -34.0]
05685538-n	mystery	-1.52	[-34.0, 64.0, -34.0, -34.0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.0, 0, 0, 0]
05685538-n	clear	64.0	[64.0]
05686955-n	difficulty	-34.13636363636363	[-34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -35.5]
05687338-n	trouble	-46.5	[-64.0, -64.0, -64.0, -34.0, -34.0, -34.0, -34.0, -34.0, -64.0, -34.0, -34.0, -64.0]
05687958-n	deep water	-27.5	[0.0, -55.0]
05690269-n	obstacle	-34.0	[-34.0, -34.0, -34.0]
05698247-n	doubt	-15.692307692307692	[-34.0, -34.0, 0, 0, -34.0, -34.0, 0.0, 0.0, 0, 0, 0, -34.0, -34.0]
05700793-n	reverie	34.0	[34.0]
05702275-n	attention	8.5	[34.0, 34.0, 0, 34.0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0]
05703307-n	eye	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05703956-n	mind	0.0	[0]
05707495-n	intuition	0.0	[0, 0]
05713737-n	smell	0.0	[0, 0, 0, 0, 0, 0.0, 0, 0]
05714161-n	scent	0.0	[0, 0, 0, 0]
05718254-n	sound	0.0	[0, 0, 0, 0, 0, 0]
05720248-n	noise	-34.0	[-34.0]
05724694-n	pain	-64.5	[-95.0, -34.0]
05760202-n	memory	0.0	[0, 0, 0]
05766077-n	picture	0.0	[0, 0]
05770926-n	thought	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05773049-n	line	0.0	[0, 0, 0]
05774129-n	deduction	0.0	[0, 0, 0, 0]
05790452-n	pleasure	9.142857142857142	[64.0, 0, 0, 0, 0, 0, 0.0]
05793554-n	basis	8.5	[0, 34.0, 0, 0]
05807933-n	light	13.6	[0, 34.0, 34.0, 34.0, 34.0, 0, 0, 0, 0, 0]
05809878-n	world	0.0	[0]
05810561-n	life	6.555555555555555	[0, 0, 0, 0, 0, 0, 0, 0, 59.0]
